語,漢字・原文,備註,發音,中文意思
えんぽう,遠方,,0,遠處
えんまん,円満,,0,圓滿
えんりょ（する）,遠慮（する）,,0,遠慮
お,尾,,1,尾巴、尾狀物
お//おん〜,御〜,,,表示尊敬、表示謙遜
おい,甥,,0,外甥
おい,おい,感動詞,1,喂
おいかける,追い掛ける,,4,追趕
おいこす,追い越す,,3,越過
おいこむ,追い込む,,3,趕入
おいしい,美味しい,,0,好吃的、美味的
おいだす,追い出す,,3,趕出去
おいつく,追い付く,,3,追上
おいて,於いて,,1,在…
おいでになる,お出でになる,,5,來、去
オイル,oil,,1,油、石油
おいる,老いる,,2,年老
おいわい,お祝い,,0,祝福
おう,追う,,0,追求、趕、驅逐
おう,王,,1,國王
おう,負う,,0,背、負負擔
おうえん,応援,,0,援助、支援
おうきゅう,応急,,0,應急
おうごん,黄金,,0,黃金、金錢
おうさま,王様,,0,國王
おうじ,王子,,1,王子
おうじょ,王女,,1,王女
おうじる・おうずる,応じる・応ずる,,0,回答、接受
おうしん,往診,,0,出診
おうせつ,応接,,0,應接、接待
おうせつま,応接間,,0,接待室
おうたい,応対,,0,應對、面談、應酬
おうだん,横断,,0,橫斷、橫渡、橫穿
おうだんほどう,横断歩道,,5,人行道（横穿馬路的）
おうふく,往復,,0,往復、往返
おうべい,欧米,,0,歐美
おうぼ,応募,,0,應募、應召、應徵
おうよう,応用,,0,應用、運用
おえる,終える,,0,完結、終了、結束
おお,おお,感動詞,1,噢、哎呀
おお,大〜,,,大、廣、多
おおい,多い,,1,多的
おおい,おおい,感動詞,,喂
おおいに,大いに,,1,大、非常、很、甚
おおう,覆う,,0,蓋、覆蓋、蒙、掩蓋、隱藏
おおかた,大方,,0,基本上、大體上、大概
おおがら,大柄,,0,體型大、個兒大
おおきい,大きい,,3,大的、巨大的、高大的
おおきな,大きな,,1,大、大的
オーケー,okay,,1,好、可以
おおげさ,大袈裟,,0,誇大、誇張、小題大作
オーケストラ,orchestra,,3,管弦樂團
おおざっぱ,大雑把,,3,草率地、粗枝大葉地
おおすじ,大筋,,0,大綱、梗概、提綱
おおぜい,大勢,,3,人數眾多、許多人、大家
おおぞら,大空,,3,太空、天空
おおどおり,大通り,,3,大街
オートバイ,auto+bicycle,和製英語,3,摩托車
オートマチック//オートマティク,automatic,,"4,5",自動的
オートメーション,automation,,4,自動控制、自動裝置
オーバー,overcoat,,1,外套、大衣
オーバー,over,,1,外套
オーバーコート,overcoat,,1,外套、大衣
オーバーする,over,,1,超過
おおはば,大幅,,0,寬幅、廣泛、大幅度
オープン,open,,1,打開、開場、開店、公開、露天
おおまか,大まかな,,0,大手大腳、潦草、籠統
おおみず,大水,,"0,3",大水、洪水
おおや,大家,,0,房東、房產主
おおやけ,公,,0,公、公家、公共
おおよそ,大凡,,0,一般、普通大概
おか,丘,,0,丘陵、小山包
おかあさま,お母様,,2,〔敬語〕媽媽、令堂
おかあさん,お母さん,,2,媽媽、令堂、母親
おかえり。,御帰り。,挨拶語,0,（你）回來了
おかえりなさい。,御帰りなさい。,挨拶語,6,（你）回來了
おかげ,御蔭,,0,托福、多虧、多虧
おかけください。,御掛け-下さい。,挨拶語,0--3,請坐
おかげさまで。,御蔭様で。,挨拶語,0,託您的福
おかし,お菓子,,2,點心
おかしい,可笑しい,,3,可笑、奇怪的、滑稽
おかす,犯す,,2,違犯、冒犯
おかす,侵す,,2,侵犯、侵害
おかず,おかず,,0,菜、副食
おかね,お金,,0,錢
おかまいなく。,御構いなく。,挨拶語,5,不顧、不管、不放在心上
おがむ,拝む,,2,叩拜、作揖、懇求
おかわり,お代り,,2,再盛一碗
おき,〜置き,,,隔、每隔
おき,沖,,0,海面、海上
おぎなう,補う,,3,彌補、補償、補充
おきのどくに。,お気の毒に。,挨拶語,0,太遺憾了
おきる,起きる,,2,起來、起床
おく,置く,,0,放置、放下、設置
おく,億,,1,億
おく,奥,,1,裡頭、內部、盡頭、深處
おくがい,屋外,,2,戶外、室外、屋外
おくさま,奥様,,1,〔敬語〕夫人
おくさん,奥さん,,1,夫人
おくじょう,屋上,,0,屋頂
おくびょう,臆病,,3,膽小、膽怯
おくらす,遅らす,,0,推辭、拖延
おくりがな,送り仮名,,0,漢字訓讀時寫在下面的假名
おくりもの,贈り物,,0,禮物
おくる,送る,,0,送、送行、寄、推辭
おくれ,遅れ,,0,落後、不時興、敗興、輸、敗
おくれる,遅れる,,0,遲、耽誤、落後、後進
（では）おげんきで,（では）お元気で。,挨拶語,(1)2,（那麼）請多保重
おげんきですか。,御元気ですか。,挨拶語,2,近來好嗎
おこさん,お子さん,,0,小孩、令郎（尊稱對方的兒子）
おこす,起こす,,2,發生、引起、叫醒、喚醒
おごそか,厳か,,2,嚴肅、莊重
おこたる,怠る,,3,怠慢、怠惰、懈怠、疏忽
おこない,行ない,,0,行動、行為、品行
おこなう,行なう,,0,實施、舉行
おこる,怒る,,2,生氣
おこる,起こる,,2,發生
おごる,奢る「夕食を〜」,,0,奢侈
おさえる,押さえる//抑える,,"2,3",按、壓、抓住//壓制、抑制
おさきに。,御先に。,挨拶語,0,先、占先
おさけ,御酒,,0,酒
おさない,幼い,,3,幼小的
おさまる,収まる//納まる//治まる,,3,納入、存、安定//平定、平靜//容納
おさめる,収める//納める//治める,,3,收、放進、獲得//交納、收入//平定、治理
おさら,お皿,,0,盤子
おさん,お産,,0,出產
おじ（さん）,叔父、伯父（さん）,,0,伯父、叔父
おしい,惜しい,,2,可惜的
おじいさん,お爺さん,,2,祖父、老爺爺
おしいれ,押入れ,,0,壁櫥
おしえ,教え,,0,教訓
おしえる,教える,,0,教導、指點、教授
おじぎ,御辞儀,,0,敬禮
おしきる,押し切る,,3,切斷
おしこむ,押し込む,,3,闖入
おじさん,小父さん,,0,老白、叔叔
おしむ,惜しむ,,2,愛惜
おしゃべり,お喋り,,2,愛說話
おじゃまします。,御邪魔します。,挨拶語,5,打擾了
おしゃれ,お洒落,,2,愛漂亮(的人)
おじょうさん,お嬢さん,,2,令嬡
おしよせる,押し寄せる,,4,蜂湧而來
おす,押す,,0,推、壓、按
おす,雄,,2,公、雄
おせじ,お世辞,,0,恭維話
おせわになりました。,御世話に-なりました。,挨拶語,2--3,受您照顧了
おせん,汚染,,0,污染
おそい,遅い,,0,遲緩的、慢
おそう,襲う,,0,襲擊
おそくとも,遅くとも,,2,最晚
おそらく,恐らく,,2,恐怕
おそれ,恐れ,,3,恐懼
おそれいる,恐れ入る,,2,惶恐、不好意思
おそれる,恐れる,,3,恐懼、害怕
おそろしい,恐ろしい,,4,可怕的
おそわる,教わる,,0,讓--教、跟--學習
おだいじに。,御大事に。,挨拶語,0,請保重、請好好照顧身体
おたがい,お互い（に）,,0,彼此、互相
おたく,お宅,,0,府上
おだてる,煽てる,,0,煽動、奉承
おだやか,穏やか,,2,平靜
おちこむ,落ち込む,,0,陷入
おちつき,落ち着き,,0,沉著
おちつく,落ち着く,,0,穩定下來、安定
おちば,落ち葉,,1,落葉
おちゃ,お茶,,0,茶
おちる,落ちる,,2,落下、掉落、脫落
おつ,乙,,1,乙、別緻、奇特
おつかい,お使い,,0,辦事、購物
おっかない,おっかない,,4,可怕
おっしゃる,仰る,,3,說
おっと,夫,,0,丈夫
おつり,御釣,,0,找回的銭、找零
おてあげ,お手上げ,,0,毫無辦法
おてあらい,御手洗い,,3,廁所、洗手間
おでかけ,お出掛け,,0,出門
おてつだいさん,お手伝いさん,,2,幫傭
おと,音,,2,聲音
おとうさん,お父さん,,2,父親、爸爸
おとうと,弟,,4,弟弟
おどおど,おどおど,,1,提心吊膽
おどかす,脅かす,,0,威脅、嚇唬
おとこ,男,,3,男子
おとこのこ,男の子,,3,男孩
おとこのひと,男の人,,0,男人
おとしもの,落し物,,"0,5",失物
おとす,落とす,,2,扔下、丟下、使〜落下
おどす,脅す,,0,威脅、恐嚇
おとずれる,訪れる,,4,來訪、到來
おととい,一昨日,,"0,3",昨天
おととし,一昨年,,2,昨年
おとな,大人,,0,大人、成人
おとなしい,大人しい,,4,老實的
おとも,お供,,2,陪伴跟隨
おどり,踊り,,0,舞蹈
おとる,劣る,,"0,2",劣、次
おどる,踊る,,0,跳舞
おとろえる,衰える,,4,衰落
おどろかす,驚かす,,4,使--吃驚、驚動
おどろき,驚き,,4,吃驚、驚恐
おどろく,驚く,,3,吃驚、驚訝、出乎意料
おないどし,同い年,,2,同年、同歲
おなか,お腹,,0,肚子
おなじ,同じ,,0,一樣、相同
おに,鬼,,2,鬼、怪物、冷酷的人
おにいさん,お兄さん,,2,哥哥
おねえさん,お姉さん,,2,姊姊
おねがいします。,御願い-します。,挨拶語,0--2,拜託您了、麻煩請…、請…
おのおの,各々,,2,各自
おのずから,自ずから,,0,自然而然地
おば,叔母,,0,伯母
おば（さん）,叔母、伯母（さん）,,0,伯母
おばあさん,お婆さん,,2,祖母、老婆婆
おばさん,小母さん,,0,大娘、大嬸
おはようございます。,御早う御座います。,挨拶語,8,早安、早
おび,帯,,1,帶子
おびえる,怯える,,"0,3",害怕
おびただしい,夥しい,,5,很多
おびやかす,脅かす,,4,威脅、強迫
おひる,お昼,,2,白天、中午、午餐
おびる,帯びる,,"0,2",攜帶
オフィス,office,,1,辦公室
おふくろ,御袋,,0,母親
おふろ,御風呂,,2,藻盆、浴池
おべんとう,御弁当,,0,便當
おぼえ,覚え,,"2,3",記憶、信任、自信
おぼえる,覚える,,3,記得、學會
おぼれる,溺れる,,0,溺水
おまいり,御参り,,0,參拜
おまえ,御前,,0,〔卑語〕你
おまけ,御負け,,0,另外奉送、減價
おまたせしました。,御待たせ-しました。,挨拶語,0--2,讓您久等了
おまちください。,御待ち-下さい。,挨拶語,0--3,等候一下子
おまちどおさま。,御待ち遠様。,挨拶語,0,抱歉讓你久等了
おまつり,御祭り,,0,祭祀、廟會
おまわりさん,お巡りさん,,2,警察、巡警
おみまい,御見舞い,,0,探望
おみや,御宮,,0,神社
おみやげ,御土産,,0,禮物、記念品
おむつ,おむつ,,2,尿布
おめでたい,御目出度い,,"0,4",可喜可賀
おめでとう。,御目出度う。,挨拶語,0,恭禧
おめでとうございます。,御目出度う-御座居ます。,挨拶語,0--4,恭禧
おめにかかる,御目に掛かる,,0,〔謙讓語〕見面、拜會
おも,主な//主に,,1,主要的、重要的//主要
おもい,重い,,0,重、沉重
おもいがけない,思い掛けない,,"5,6",意想不到的
おもいきり,思い切り,,0,死心、盡情地
おもいこむ,思い込む,,"0,4",深信
おもいだす,思い出す,,"2,4",回想起來、想起
おもいつき,思い付き,,0,一時想起
おもいっきり,思い切り,,0,盡情地
おもいつく,思い付く,,"0,4",忽然想起
おもいで,思い出,,0,回憶
おもう,思う,,2,想、認為
おもしろい,面白い,,4,有趣、好笑
おもたい,重たい,,0,重、沉重的
おもちゃ,玩具,,2,玩具
おもて,表,,3,正面、表面
おもむき,趣,,0,趣味
おもむく,赴く,,3,赴、前往
おもわず,思わず,,2,沒想到
おもんじる・ずる,重んじる・ずる,,"0,4",注重
おや,おや,感動詞,"1,2",哎呀
おや,親,,1,父母
おやじ,親父,,0,父親、老板
おやすみ。,お休み。,挨拶語,0,晚安
おやすみなさい。,お休みなさい。,挨拶語,6,晚安
おやつ,御八つ,,2,點心（下午３點左右吃的）
おやゆび,親指,,0,大姆指
およぎ,泳ぎ,,3,游
およぐ,泳ぐ,,2,泳游
およそ,およそ,,0,大概
および,及び,,"0,1",及
およぶ,及ぶ,,0,及於、達到
およぼす,及ぼす,,"0,3",波及、帶來
おり,折,,2,折疊、機會
おり,檻,,2,檻、圏、籠
オリエンテーション,orientation,,5,入學教育、定向
おりかえす,折り返す,,"0,3",翻折、折回
おりもの,織物,,"0,2",紡織
おりる,降りる,,2,從高處下來
おりる,下りる,,2,退位、降職
オリンピック,Olympic,,4,奧林匹克
おる,居る[「いる」の謙譲語],,1,〔謙讓語〕有、在
おる,折る,,1,折
おる,織る,,1,織
オルガン,orgão,ポルトガル語,0,風琴
おれ,俺,,0,〔卑語〕我（男子對同輩以下自稱）
おれい,御礼,,0,謝禮、謝意
おれる,折れる,,2,折斷、轉彎
オレンジ,orange,,2,橘子、橙色
おろか,愚か,,1,愚笨
おろす,卸す,,2,批發
おろす,下ろす//降ろす,,2,放下、取出//降下
おろそか,疎か,,2,草率、疏忽
おわり,終わり,,0,結束、終點
おわる,終わる,,0,終了、結束
おわる,〜終わる,補助動詞,,終了、結束
おん,音,,0,聲色、音色
おん,恩,,1,恩情、恩典
おんがく,音楽,,"0,1",音樂
おんけい,恩恵,,0,恩惠
おんしつ,温室,,0,溫室栽培
おんせん,温泉,,0,溫泉
おんたい,温帯,,0,溫帶
おんだん,温暖,,0,溫暖
おんちゅう,御中,,"0,1",公啟
おんど,温度,,1,溫度
おんな,女,,3,女子、婦女、雌的
おんなのこ,女の子,,3,女孩、少女
おんなのひと,女の人,,3,女人
おんぶ,負んぶ,,1,背、叫人負擔
オンライン,online,,3,聯線、線上
おんわ,温和,,1,溫和、穩健
か,〜家,,,職業
か,蚊,,0,蚊子
か,可,,1,可、可以
か,課,,1,課、股
か,〜下,,,情況下
か,〜化,,,事物的變化
か,〜日,,,日數
か,〜歌,,,歌曲
が,〜画,,,繪畫
が〜,画〜,,1,圖畫
カー,car,,1,汽車、車輛
カーテン,curtain,,1,窗簾、幕
カード,card,,1,卡片
カーブ,curve,,1,曲線、彎曲
カーペット,carpet,,"1,3",地毯
かい,〜回,,,〜回、〜次
かい,〜階,,,〜樓
かい,〜会,,,〜會
かい,回,,1,回、次
かい,貝,,1,貝類、貝殼
かい,会,,1,會（有相同目的而在一起的組織）
かい,〜界,,,〜界
かい,〜海,,,〜海
がい,害,,1,害、妨害
がい,〜外,,,〜之外
がい,〜街,,,〜街、〜區
がい〜,外〜,,0,外〜
かいあく,改悪,,0,改壊
かいいん,会員,,0,會員
かいうん,海運,,0,海運
かいが,絵画,,1,繪畫
がいか,外貨,,1,外幣、外匯、外國貨
かいかい,開会,,0,開會
かいがい,海外,,1,海外
かいかく,改革,,0,改革
かいがら,貝殻,,"0,3",貝殼
かいかん,会館,,0,會館
かいがん,海岸,,0,海岸
がいかん,外観,,0,外觀
かいぎ,会議,,1,會議
かいぎしつ,会議室,,3,會議室
かいきゅう,階級,,0,等級、階級
かいきょう,海峡,,0,海峽
かいけい,会計,,0,會計、結帳
かいけつ,解決,,0,將問題做個解決
かいけん,会見,,0,在特定的場所規定下與人會面
かいご,介護,,1,照顧病人
かいごう,会合,,0,因為某話題而聚集
がいこう,外交,,0,與外國的交際或是交涉
がいこく,外国,,0,國外
がいこくじん,外国人,,4,外國人
かいさい,開催,,0,會議或是催促某事物開始
かいさつ,改札,,0,檢票
かいさん,解散,,0,解散
かいし,開始,,0,開始
かいしゃ,会社,,0,公司
かいしゃく,解釈,,1,說明、解釋
かいしゅう,回収,,0,回收
かいしゅう,改修,,0,修理已壞的事物
かいじゅう,怪獣,,0,怪物
がいしゅつ,外出,,0,出去、出門
かいじょ,解除,,1,解除特別的條件回復到平常狀態
かいじょう,会場,,0,會場
がいしょう,外相,,0,外務大臣
かいすいよく,海水浴,,3,去海邊玩樂
かいすう,回数,,3,回數、次數
かいすうけん,回数券,,"0,3",回數卷
がいする,害する,,3,傷害、殺害
かいせい,快晴,,0,晴朗
かいせい,改正,,0,改正、修改
かいせつ,解説,,0,解說、評論、說明
がいせつ,概説,,0,概說、概論
かいぜん,改善,,0,改善
かいそう,回送,,0,轉送、轉寄、轉遞
かいそう,階層,,0,階層
かいぞう,改造,,0,改造、改組
かいたく,開拓,,0,開墾、開拓
かいだん,階段,,0,階梯、等級
かいだん,会談,,0,會談
かいつう,開通,,0,開通、打通、通車
かいてい,改定,,0,改訂、修改
かいてい,改訂,,0,修訂
かいてき,快適,,0,舒適、舒服
かいてん,回転,,0,迴轉、旋轉、週轉
ガイド,guide,,1,導覽、導遊(者)、解說書
かいとう,回答、解答,,0,回答、答案
かいどう,街道,,0,交通上重要的道路
がいとう,街頭,,0,路邊、路上
がいとう,該当,,0,符合一定條件的事物
ガイドブック,guidebook,,4,導覽書、參考手冊
かいにゅう,介入,,0,切入事情或是紛爭
がいねん,概念,,1,某事物的概括內容
かいはつ,開発,,0,將潛在才能引出之類
かいばつ,海抜,,0,一定的駭面為基準來作為數據
